"arq","DZ","Arabic, Algerian Spoken"
"arr","BR","Karo"
"ars","IQ","Arabic, Najdi Spoken"
"ars","JO","Arabic, Najdi Spoken"
"ars","SA","Arabic, Najdi Spoken"
"ars","SY","Arabic, Najdi Spoken"
"arv","ET","Arbore"
"arw","GF","Arawak"
"arw","GY","Arawak"
"arw","SR","Arawak"
"arw","VE","Arawak"
"arx","BR","Aruá"
"ary","EH","Arabic, Moroccan Spoken"
"ary","MA","Arabic, Moroccan Spoken"
"arz","EG","Arabic, Egyptian Spoken"
"asa","TZ","Asu"
"asb","CA","Assiniboine"
"asb","US","Assiniboine"
"asc","ID","Asmat, Casuarina Coast"
"asd","PG","Asas"
"ase","CA","American Sign Language"
"ase","GD","American Sign Language"
"ase","KN","American Sign Language"
"ase","TT","American Sign Language"
"ase","US","American Sign Language"
"ase","VC","American Sign Language"
"ase","VI","American Sign Language"
"asf","AU","Australian Sign Language"
"asg","NG","Cishingini"
"ash","PE","Abishira"
"asi","ID","Buruwai"
"asj","CM","Sari"
"ask","AF","Ashkun"
"asl","ID","Asilulu"
"asm","IN","Assamese"
"asn","BR","Asurini of Xingú"
"aso","PG","Dano"
"asp","DZ","Algerian Sign Language"
"asq","AT","Austrian Sign Language"
"asr","IN","Asuri"
"ass","CM","Ipulo"
"ast","ES","Asturian"
"ast","PT","Asturian"
"asu","BR","Asurini, Tocantins"
"asv","CD","Asoa"
"asw","AU","Australian Aborigines Sign Language"
"asx","PG","Muratayak"
"asy","ID","Asmat, Yaosakor"
"asz","ID","As"
"ata","PG","Pele-Ata"
"atb","CN","Zaiwa"
"atb","MM","Zaiwa"
"atd","PH","Manobo, Ata"
"ate","PG","Atemble"
"atg","NG","Ivbie North-Okpela-Arhe"
"ati","CI","Attié"
"atj","CA","Atikamekw"
"atk","PH","Ati"
"atl","PH","Agta, Mt. Iraya"
"atm","PH","Ata"
"atn","IR","Ashtiani"
"ato","CM","Atong"
"atp","PH","Atta, Pudtol"
"atq","ID","Aralle-Tabulahan"
"atr","BR","Waimiri-Atroarí"
"ats","US","Gros Ventre"
"att","PH","Atta, Pamplona"
"atu","SS","Reel"
"atv","RU","Altai, Northern"
"atw","US","Atsugewi"
"atx","BR","Arutani"
"atx","VE","Arutani"
"aty","VU","Aneityum"
"atz","PH","Arta"
"aua","SB","Asumboa"
"aub","CN","Alugu"
"auc","EC","Waorani"
"aud","SB","Anuta"
"aue","BW","‡Kx'au||'ein"
"aue","NA","‡Kx'au||'ein"
"aug","BJ","Aguna"
"aug","TG","Aguna"
"auh","CD","Aushi"
"auh","ZM","Aushi"
"aui","PG","Anuki"
"auj","LY","Awjilah"
"auk","PG","Heyo"
"aul","VU","Aulua"
"aum","NG","Asu"
"aun","PG","One, Molmo"
"aup","PG","Makayam"
"auq","ID","Anus"
"aur","PG","Aruek"
"aut","PF","Austral"
"auu","ID","Auye"
"auw","ID","Awyi"
"aux","BR","Aurá"
"auy","PG","Awiyaana"
"auz","UZ","Arabic, Uzbeki Spoken"
"ava","AZ","Avar"
"ava","GE","Avar"
"ava","RU","Avar"
"avb","PG","Avau"
"avd","IR","Alviri-Vidari"
"ave","IR","Avestan"
"avi","CI","Avikam"
"avl","EG","Arabic, Eastern Egyptian Bedawi Spoken"
"avl","JO","Arabic, Levantine Bedawi Spoken"
"avl","PS","Arabic, Levantine Bedawi Spoken"
"avl","SY","Arabic, Levantine Bedawi Spoken"
"avm","AU","Angkamuthi"
"avn","GH","Avatime"
"avo","BR","Agavotaguerra"
"avs","PE","Aushiri"
"avt","PG","Au"
"avu","CD","Avokaya"
"avu","SS","Avokaya"
"avv","BR","Avá-Canoeiro"
"awa","IN","Awadhi"
"awa","NP","Avadhi"
"awb","PG","Awa"
"awc","NG","Cicipu"
"awe","BR","Awetí"
"awg","AU","Anguthimri"
"awh","ID","Awbono"
"awi","PG","Aekyom"
"awk","AU","Awabakal"
"awm","PG","Arawum"
"awn","ET","Awngi"
"awo","NG","Awak"
"awr","ID","Awera"
"aws","ID","Awyu, South"
"awt","BR","Araweté"
"awu","ID","Awyu, Central"
"awv","ID","Awyu, Jair"
"aww","PG","Awun"
"awx","PG","Awara"
"awy","ID","Awyu, Edera"
"axb","AR","Abipon"
"axe","AU","Ayerrerenge"
"axg","BR","Arára, Mato Grosso"
"axk","CF","Yaka"
"axk","CG","Aka"
"axl","AU","Aranda, Lower Southern"
"axx","NC","Xârâgurè"
"aya","PG","Awar"
"ayb","BJ","Gbe, Ayizo"
"ayc","PE","Aymara, Southern"
"ayd","AU","Ayabadhu"
"aye","NG","Ayere"
"ayg","TG","Ginyanga"
"ayh","YE","Arabic, Hadrami Spoken"
"ayi","NG","Leyigha"
"ayk","NG","Akuku"
"ayl","EG","Arabic, Western Egyptian Bedawi Spoken"
"ayl","LY","Arabic, Libyan Spoken"
"ayl","NE","Arabic, Libyan Spoken"
"aym","BO","Aymara"
"ayn","YE","Arabic, Sanaani Spoken"
"ayo","BO","Ayoreo"
"ayo","PY","Ayoreo"
"ayp","IQ","Arabic, North Mesopotamian Spoken"
"ayp","SY","Arabic, North Mesopotamian Spoken"
"ayp","TR","Arabic, North Mesopotamian Spoken"
"ayq","PG","Ayi"
"ayr","AR","Aymara, Central"
"ayr","BO","Aymara, Central"
"ayr","CL","Aymara, Central"
"ayr","PE","Aymara, Central"
"ays","PH","Ayta, Sorsogon"
"ayt","PH","Ayta, Magbukun"
"ayu","NG","Ayu"
"ayy","PH","Ayta, Tayabas"
"ayz","ID","Mai Brat"
"aza","CN","Azha"
"azb","IQ","Azerbaijani, South"
"azb","IR","Azerbaijani, South"
"azb","SY","Azerbaijani, South"
"azb","TR","Azerbaijani, South"
"azd","MX","Nahuatl, Eastern Durango"
"aze","IR","Azerbaijani"
"azg","MX","Amuzgo, San Pedro Amuzgos"
"azj","AM","Azerbaijani, North"
"azj","AZ","Azerbaijani, North"
"azj","GE","Azerbaijani, North"
"azj","RU","Azerbaijani, North"
"azm","MX","Amuzgo, Ipalapa"
"azn","MX","Nahuatl, Western Durango"
"azo","CM","Awing"
"azt","PH","Atta, Faire"
"azz","MX","Nahuatl, Highland Puebla"
"baa","SB","Babatana"
"bab","GW","Bainouk-Gunyuño"
"bac","ID","Badui"
"bae","BR","Baré"
"bae","VE","Baré"
"baf","CM","Nubaca"
"bag","CM","Tuki"
"bah","BS","Bahamas Creole English"
"baj","ID","Barakai"
"bak","RU","Bashkort"
"bak","UA","Bashkort"
"bal","PK","Baluchi"
"bam","CI","Bambara"
"bam","ML","Bamanankan"
"ban","ID","Bali"
"bao","BR","Waimaha"
"bao","CO","Waimaha"
"bap","IN","Bantawa"
"bap","NP","Bantawa"
"bar","AT","Bavarian"
"bar","CZ","Bavarian"
"bar","DE","Bavarian"
"bar","IT","Bavarian"
"bas","CM","Basaa"
"bau","NG","Mbat"
"bav","CM","Vengo"
"baw","CM","Bambili-Bambui"
"bax","CM","Bamun"
"bay","ID","Batuley"
"bba","BJ","Baatonum"
"bba","NG","Baatonum"
"bbb","PG","Barai"
"bbc","ID","Batak Toba"
"bbd","PG","Bau"
"bbe","CD","Bangba"
"bbf","PG","Baibai"
"bbg","GA","Barama"
"bbh","CN","Bugan"
"bbi","CM","Barombi"
"bbj","CM","Ghomálá'"
"bbk","CM","Babanki"
"bbl","GE","Bats"
"bbm","CD","Babango"
"bbn","PG","Uneapa"
"bbo","BF","Konabéré"
"bbo","ML","Konabéré"
"bbp","CF","Banda, West Central"
"bbp","SS","Banda, West Central"
"bbq","CM","Bamali"
"bbr","PG","Girawa"
"bbs","NG","Bakpinka"
"bbt","NG","Mburku"
"bbu","NG","Kulung"
"bbv","PG","Karnai"
"bbw","CM","Baba"
"bbx","CM","Bubia"
"bby","CM","Befang"
"bbz","TD","Arabic, Babalia Creole"
"bca","CN","Bai, Central"
"bcb","SN","Bainouk-Samik"
"bcc","AE","Balochi, Southern"
"bcc","IR","Balochi, Southern"
"bcc","OM","Balochi, Southern"
"bcc","PK","Balochi, Southern"
"bcd","ID","Babar, North"
"bce","CM","Bamenyam"
"bcf","PG","Bamu"
"bcg","GN","Baga Binari"
"bch","PG","Bariai"
"bci","CI","Baoulé"
"bcj","AU","Bardi"
"bck","AU","Bunaba"
"bcl","PH","Bikol, Central"
"bcm","PG","Bannoni"
"bcn","NG","Bali"
"bco","PG","Kaluli"
"bcp","CD","Bali"
"bcq","ET","Bench"
"bcr","CA","Babine"
"bcs","NG","Kohumono"
"bct","CD","Bendi"
"bcu","PG","Awad Bing"
"bcv","NG","Shoo-Minda-Nye"
"bcw","CM","Bana"
"bcy","NG","Bacama"
"bcz","SN","Bainouk-Gunyaamolo"
"bda","GW","Bayot"
"bda","SN","Bayot"
"bdb","ID","Basap"
"bdc","CO","Emberá-Baudó"
"bdd","PG","Bunama"
"bde","NG","Bade"
"bdf","PG","Biage"
"bdg","MY","Bonggi"
"bdh","CD","Baka"
"bdh","SS","Baka"
"bdi","SD","Burun"
"bdj","SS","Bai"
"bdk","AZ","Budukh"
"bdl","ID","Bajau, Indonesian"
"bdm","CM","Buduma"
"bdm","NG","Yedina"
"bdm","TD","Buduma"
"bdn","CM","Baldemu"
"bdo","TD","Morom"
"bdp","TZ","Bende"
"bdq","VN","Bahnar"
"bdr","MY","Bajau, West Coast"
"bds","TZ","Burunge"
"bdt","CF","Bokoto"
"bdu","CM","Oroko"
"bdv","IN","Bodo Parja"
"bdw","ID","Baham"
"bdx","ID","Budong-Budong"
"bdy","AU","Bandjalang"
"bdz","PK","Badeshi"
"bea","CA","Beaver"
"beb","CM","Bebele"
"bec","CM","Iceve-Maci"
"bec","NG","Iceve-Maci"
"bed","ID","Bedoanas"
"bee","IN","Byangsi"
"bee","NP","Byangsi"
"bef","PG","Benabena"
"beg","BN","Belait"
"beg","MY","Belait"
"beh","BF","Biali"
"beh","BJ","Biali"
"bei","ID","Bakati'"
"bej","EG","Bedawiyet"
"bej","ER","Bedawiyet"
"bej","SD","Bedawiyet"
"bek","PG","Bebeli"
"bel","BY","Belarusan"
"bel","LT","Belarusan"
"bel","PL","Belarusan"
"bel","UA","Belarusan"
"bem","CD","Bemba"
"bem","ZM","Bemba"
"ben","BD","Bengali"
"ben","IN","Bengali"
"ben","NP","Bengali"
"ben","SG","Bengali"
"beo","PG","Beami"
"bep","ID","Behoa"
"beq","CG","Beembe"
"bes","TD","Besme"
"bet","CI","Bété, Guiberoua"
"beu","ID","Blagar"
"bev","CI","Bété, Daloa"
"bew","ID","Betawi"
"bex","SS","Jur Modo"
"bey","PG","Beli"
"bez","TZ","Bena"
"bfa","SS","Bari"
"bfa","UG","Bari"
"bfb","IN","Bareli, Pauri"
"bfc","CN","Bai, Northern"
"bfd","CM","Bafut"
"bfe","ID","Betaf"
"bff","CF","Bofi"
"bfg","ID","Kayan, Busang"
"bfh","PG","Blafe"
"bfi","GB","British Sign Language"
"bfj","CM","Bafanji"
"bfk","TH","Ban Khor Sign Language"
"bfl","CF","Banda-Ndélé"
"bfl","SS","Banda-Ndélé"
"bfm","CM","Mmen"
"bfn","ID","Bunak"
"bfn","TL","Bunak"
"bfo","BF","Birifor, Malba"
"bfp","CM","Beba"
"bfq","IN","Badaga"
"bfr","IN","Bazigar"
"bfs","CN","Bai, Southern"
"bft","IN","Balti"
"bft","PK","Balti"
"bfu","IN","Gahri"
"bfw","IN","Bondo"
"bfx","PH","Bantayanon"
"bfy","IN","Bagheli"
"bfy","NP","Bagheli"
"bfz","IN","Pahari, Mahasu"
"bga","NG","Gwamhi-Wuri"
"bgb","ID","Bobongko"
"bgc","IN","Haryanvi"
"bgd","IN","Bareli, Rathwi"
"bge","IN","Bauria"
"bgf","CG","Bangandu"
"bgf","CM","Bangandu"
"bgg","IN","Bugun"
"bgi","PH","Giangan"
"bgj","CM","Bangolan"
"bgk","CN","Buxinhua"
"bgk","LA","Bit"
"bgl","LA","Bo"
"bgm","GN","Baga Mboteni"
"bgn","AF","Balochi, Western"
"bgn","IR","Balochi, Western"
"bgn","PK","Balochi, Western"
"bgn","TM","Balochi, Western"
"bgo","GN","Baga Koga"
"bgp","IN","Balochi, Eastern"
"bgp","PK","Balochi, Eastern"
"bgq","IN","Bagri"
"bgq","PK","Bagri"
"bgr","BD","Chin, Bawm"
"bgr","IN","Chin, Bawm"
"bgr","MM","Chin, Bawm"
"bgs","PH","Tagabawa"
"bgt","SB","Bughotu"
"bgu","CM","Kamkam"
"bgu","NG","Mbongno"
"bgv","ID","Warkay-Bipim"
"bgw","IN","Bhatri"
"bgx","BG","Balkan Gagauz Turkish"
"bgx","MK","Balkan Gagauz Turkish"
"bgx","TR","Balkan Gagauz Turkish"
"bgy","ID","Benggoi"
"bgz","ID","Banggai"
"bha","IN","Bharia"
"bhb","IN","Bhili"
"bhc","ID","Biga"
"bhd","IN","Bhadrawahi"
"bhe","PK","Bhaya"
